,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id
10,Ant Design Vue,vueComponent/ant-design-vue,['vue3'],ui-frameworks,https://github.com/vueComponent/ant-design-vue,https://github.com/vueComponent/ant-design-vue,,2017-09-20 06:04:01,2024-01-17 10:42:05,2024-01-16 13:23:36,5185.0,61.0,3612.0,306.0,1685.0,194.0,5180.0,19211.0,2024-01-05 11:34:20,4.1.0,,332012.0,100.0,An enterprise-class UI components based on Ant Design and Vue.,50872.0,50872.0,269.0,39,True,2.0,,ant-design-vue,https://www.npmjs.com/package/ant-design-vue,332012.0,
11,Naive UI,tusen-ai/naive-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2024-01-17 02:08:25,2024-01-11 01:45:46,8526.0,234.0,1535.0,88.0,2785.0,583.0,2010.0,14530.0,,,,110267.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,26931.0,26931.0,288.0,39,True,2.0,,naive-ui,https://www.npmjs.com/package/naive-ui,110267.0,
12,pinia,vuejs/pinia,['vue3'],state-management,https://github.com/vuejs/pinia,https://github.com/vuejs/pinia,MIT,2019-11-18 21:05:01,2024-01-15 08:02:19,2024-01-15 08:02:19,1854.0,48.0,910.0,66.0,813.0,25.0,623.0,11888.0,2023-10-13 09:39:45,pinia@2.1.7,,3091586.0,98.0,"Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support.",189915.0,189915.0,217.0,39,True,2.0,,pinia,https://www.npmjs.com/package/pinia,3091586.0,
13,Appolo Client,apollographql/apollo-client,"['vue2', 'vue3']",graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2024-01-18 17:33:42,2024-01-18 17:33:28,12124.0,86.0,2579.0,291.0,6111.0,464.0,4438.0,19096.0,2024-01-18 17:29:42,3.8.10,,,84.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",178619.0,178619.0,858.0,38,True,1.0,,,,,
14,Tauri,tauri-apps/tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2024-01-18 17:51:21,2024-01-18 17:34:55,4211.0,142.0,2060.0,478.0,4002.0,636.0,2745.0,72855.0,2024-01-16 21:44:12,tauri-cli-v2.0.0-alpha.21,90093.0,31297.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",566.0,566.0,329.0,37,True,1.0,,tauri,https://www.npmjs.com/package/tauri,1266.0,
15,vee-validate,logaretm/vee-validate,,forms,https://github.com/logaretm/vee-validate,https://github.com/logaretm/vee-validate,MIT,2016-07-30 01:10:44,2024-01-16 20:00:56,2024-01-15 09:32:34,4715.0,57.0,1211.0,115.0,883.0,52.0,3218.0,10356.0,2023-12-27 22:44:39,4.12.4,,,100.0,Painless Vue forms.,74890.0,74890.0,365.0,35,True,1.0,,,,,
16,Amplify UI,aws-amplify/amplify-ui,['vue3'],ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2024-01-18 18:08:14,2024-01-18 15:24:41,2811.0,284.0,228.0,55.0,3762.0,142.0,854.0,742.0,2024-01-11 20:01:46,@aws-amplify/ui@6.0.7,,114813.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",46067.0,46067.0,106.0,35,True,3.0,,@aws-amplify/ui-vue,https://www.npmjs.com/package/@aws-amplify/ui-vue,114813.0,
17,Vuestic UI,epicmaxco/vuestic-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2024-01-17 21:51:39,2024-01-17 21:50:53,3339.0,106.0,306.0,29.0,1632.0,444.0,1912.0,3180.0,2024-01-09 08:33:42,1.8.8,,19725.0,46.0,Free and Open Source UI Library for Vue 3.,1288.0,1288.0,120.0,34,True,3.0,,vuestic-ui,https://www.npmjs.com/package/vuestic-ui,19725.0,
18,mdb-ui-kit,mdbootstrap/mdb-ui-kit,['vue3'],dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,MIT,2014-08-18 11:54:00,2023-12-04 10:14:15,2023-12-04 10:14:00,1472.0,3.0,3451.0,781.0,338.0,11.0,1171.0,23899.0,2023-12-04 10:15:30,7.1.0,,,34.0,Bootstrap 5 & Material Design UI KIT.,11142.0,11142.0,119.0,32,True,1.0,,,,,
19,URQL,urql-graphql/urql,"['vue2', 'vue3']",graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2024-01-18 13:47:27,2024-01-18 13:46:33,2616.0,24.0,427.0,89.0,1415.0,18.0,897.0,8310.0,2024-01-17 18:12:29,@urql/core@4.2.3,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,328637.0,328637.0,239.0,32,True,2.0,,,,,
20,CoreUI,coreui/coreui,['bootstrap5'],css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2024-01-16 10:07:23,2023-11-25 14:49:19,22269.0,33.0,186.0,23.0,539.0,,138.0,688.0,2023-09-25 13:42:10,4.3.2,4678.0,69.0,84.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,30225.0,30225.0,1526.0,32,True,3.0,,,,,
21,Relay,facebook/relay,"['vue2', 'vue3']",graphql-clients,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16,2024-01-18 17:59:24,2024-01-18 17:48:55,9327.0,169.0,1740.0,332.0,2383.0,502.0,1669.0,18080.0,2023-12-11 20:21:51,16.1.0,,,81.0,Relay is a JavaScript framework for building data-driven React applications.,3.0,3.0,859.0,31,True,2.0,,,,,
22,vue-resource,pagekit/vue-resource,['vue2'],http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483.0,,1597.0,260.0,142.0,83.0,453.0,10122.0,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,130479.0,130479.0,26.0,30,True,1.0,,,,,
23,vue-devtools,vuejs/devtools,[],dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2014-09-29 03:52:07,2023-12-22 09:28:33,2023-12-15 08:38:28,2087.0,2.0,4055.0,517.0,437.0,452.0,1112.0,24133.0,2023-10-10 09:55:29,6.5.1,102039.0,1214.0,85.0,Browser devtools extension for debugging Vue.js applications.,3.0,3.0,134.0,29,True,1.0,,,,,
24,graphql-request,prisma-labs/graphql-request,"['vue2', 'vue3']",graphql-clients,https://github.com/jasonkuhrt/graphql-request,https://github.com/jasonkuhrt/graphql-request,MIT,2017-05-10 20:05:07,2024-01-17 18:15:06,2024-01-17 18:15:06,390.0,29.0,294.0,32.0,324.0,82.0,217.0,5567.0,2023-05-23 16:56:08,6.1.0,,,30.0,Minimal GraphQL client supporting Node and browsers for scripts or simple apps.,220672.0,220672.0,87.0,29,True,3.0,,,,,jasonkuhrt/graphql-request
25,Headless UI,tailwindlabs/headlessui,['tailwind'],components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2024-01-16 20:34:42,2024-01-16 20:34:41,688.0,33.0,949.0,170.0,589.0,12.0,1058.0,23330.0,2024-01-08 15:10:54,@headlessui/vue@v1.7.17,,,94.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",2231.0,2231.0,57.0,28,True,1.0,,,,,
26,formkit,formkit/formkit,,forms,https://github.com/formkit/formkit,https://github.com/formkit/formkit,MIT,2021-06-02 21:35:19,2024-01-16 21:29:24,2024-01-16 19:39:34,1847.0,169.0,139.0,30.0,237.0,49.0,729.0,3817.0,2024-01-16 23:07:01,1.5.0,,,32.0,Vue Forms Supercharged.,63.0,63.0,54.0,26,True,2.0,,,,,
27,Oruga UI,oruga-ui/oruga,"['vue3', 'typescript']",ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2024-01-16 09:09:06,2024-01-15 06:54:37,1502.0,68.0,169.0,13.0,388.0,51.0,293.0,1074.0,2023-12-21 15:14:22,0.8.2,,6048.0,33.0,Oruga is a lightweight library of UI components without any CSS framework dependency.,3.0,3.0,79.0,26,True,3.0,,@oruga-ui/oruga,https://www.npmjs.com/package/@oruga-ui/oruga,6048.0,
28,vuelidate,vuelidate/vuelidate,,forms,https://github.com/vuelidate/vuelidate,https://github.com/vuelidate/vuelidate,MIT,2016-11-05 14:30:37,2024-01-17 10:02:17,2023-12-22 13:21:42,670.0,2.0,491.0,81.0,327.0,170.0,723.0,6778.0,2023-03-26 08:01:51,@vuelidate/core@2.0.1,,,49.0,"Simple, lightweight model-based validation for Vue.js.",46310.0,46310.0,93.0,25,True,3.0,,,,,
29,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,"['vue3', 'javascript']",ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562.0,,149.0,34.0,271.0,107.0,144.0,936.0,2020-06-03 22:45:05,0.11.0,,4436.0,29.0,Semantic UI integration for Vue.,1826.0,1826.0,71.0,25,True,3.0,,semantic-ui-vue,https://www.npmjs.com/package/semantic-ui-vue,4436.0,
30,CoreUI Components,coreui/coreui-vue,['coreui'],components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2024-01-05 11:45:31,2024-01-05 11:32:41,571.0,54.0,129.0,17.0,46.0,2.0,212.0,587.0,2024-01-05 11:45:31,4.10.2,,,95.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,3303.0,3303.0,7.0,24,True,2.0,,,,,
31,Appolo Client integration,vuejs/apollo,"['vue2', 'vue3', 'appolo']",graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2024-01-18 06:51:36,2024-01-15 10:31:26,1008.0,17.0,494.0,110.0,451.0,247.0,662.0,5978.0,2024-01-15 10:31:42,4.0.0,,,89.0,Apollo/GraphQL integration for VueJS.,3.0,3.0,135.0,23,True,1.0,2.0,,,,
32,vuex-orm,vuex-orm/vuex-orm,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334.0,,164.0,38.0,257.0,128.0,415.0,2370.0,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,34.0,34.0,64.0,22,True,2.0,,,,,
33,graphql-hooks,nearform/graphql-hooks,"['vue2', 'vue3']",graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2024-01-18 16:53:09,2024-01-03 12:23:18,764.0,2.0,89.0,108.0,909.0,2.0,235.0,1861.0,2023-10-20 14:34:05,typescript-example@3.2.6,,,100.0,Minimal hooks-first GraphQL client.,1090.0,1090.0,87.0,21,True,3.0,,,,,
34,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,"['vue3', 'bootstrap5', 'coreui']",admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,MIT,2017-08-15 09:29:16,2024-01-02 19:39:52,2024-01-02 19:39:49,494.0,30.0,926.0,121.0,81.0,,198.0,3197.0,2022-11-25 13:55:14,4.2.0,,,60.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,11.0,20,True,1.0,,,,,
35,villus,logaretm/villus,"['vue2', 'vue3']",graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2023-12-31 23:01:17,2023-12-31 23:01:14,634.0,11.0,31.0,9.0,72.0,11.0,122.0,779.0,2023-12-16 21:05:34,3.3.0,,,66.0,A tiny and fast GraphQL client for Vue.js.,13.0,13.0,22.0,20,True,3.0,,,,,
36,flowbite-vue,themesberg/flowbite-vue,['tailwind'],components,https://github.com/themesberg/flowbite-vue,https://github.com/themesberg/flowbite-vue,MIT,2022-06-02 08:04:40,2023-12-18 07:58:04,2023-12-18 07:58:04,433.0,16.0,93.0,13.0,121.0,35.0,88.0,586.0,,,,,,Official Vue 3 components built for Flowbite and Tailwind CSS.,1327.0,1327.0,36.0,20,True,3.0,,,,,
37,vue-formulate,wearebraid/vue-formulate,,forms,https://github.com/wearebraid/vue-formulate,https://github.com/wearebraid/vue-formulate,MIT,2019-10-07 14:13:30,2023-05-06 23:19:06,2022-04-13 12:37:08,558.0,,240.0,31.0,126.0,113.0,339.0,2220.0,,,,,,The easiest way to build forms with Vue.,44.0,44.0,18.0,19,True,3.0,,,,,
38,vuex-orm-next,vuex-orm/vuex-orm-next,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2023-03-04 11:20:52,2021-12-03 07:26:44,214.0,,12.0,11.0,102.0,12.0,21.0,189.0,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,996.0,996.0,9.0,18,True,2.0,,,,,
39,vue-save-state,spatie/vue-save-state,[],state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58.0,,23.0,12.0,11.0,,14.0,242.0,2017-01-19 19:12:25,1.1.0,,1707.0,1.0,A Vue mixin to save the state of a component to local storage.,151.0,151.0,9.0,17,True,3.0,,vue-save-state,https://www.npmjs.com/package/vue-save-state,1707.0,
40,vue.draggable.next,SortableJS/vue.draggable.next,['vue3'],dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2023-09-27 01:14:21,2021-08-25 03:06:16,641.0,,460.0,15.0,28.0,157.0,67.0,3226.0,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,16,True,2.0,,,,,
41,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,"['vue3', 'tailwind', 'vite', 'pinia']",admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2023-11-18 15:48:26,2023-10-31 04:41:59,440.0,1.0,341.0,31.0,13.0,21.0,17.0,1858.0,2023-04-06 16:31:39,3.2.0,,,13.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,3.0,16,True,3.0,,,,,
42,Equal UI,quatrochan/Equal,"['vue3', 'typescript']",ui-frameworks,https://github.com/Equal-UI/Equal,https://github.com/Equal-UI/Equal,MIT,2019-10-15 14:40:47,2023-08-15 19:13:09,2023-08-15 19:03:41,167.0,,65.0,16.0,212.0,2.0,68.0,1184.0,,,,506.0,,Equal UI is a Vue 3 UI library empowered by Tailwindcss.,3.0,3.0,12.0,16,True,3.0,,equal-vue,https://www.npmjs.com/package/equal-vue,506.0,Equal-UI/Equal
43,vue-dragging,hilongjw/vue-dragging,['vue2'],dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57.0,,141.0,23.0,7.0,24.0,4.0,766.0,,,,,,A sortable list directive with Vue.,1266.0,1266.0,10.0,16,False,2.0,,,,,
44,AgnosticUI,AgnosticUI/agnosticui,['vue3'],ui-frameworks,https://github.com/AgnosticUI/agnosticui,https://github.com/AgnosticUI/agnosticui,Apache-2.0,2020-09-07 21:03:08,2023-12-29 12:37:44,2023-01-23 23:36:07,1914.0,,46.0,5.0,60.0,36.0,149.0,692.0,,,,,16.0,AgnosticUI is a set of UI primitives that start their lives in clean HTML and CSS. These standards compliant..,,,12.0,16,True,3.0,,agnosticui,https://www.npmjs.com/package/agnosticui,,
45,vorms,Mini-ghost/vorms,,forms,https://github.com/Mini-ghost/vorms,https://github.com/Mini-ghost/vorms,MIT,2022-04-27 16:26:30,2024-01-06 09:30:47,2024-01-03 19:01:46,194.0,3.0,18.0,6.0,29.0,8.0,10.0,482.0,2023-02-25 09:28:18,1.1.0,,,9.0,Vue Form Validation with Composition API.,45.0,45.0,6.0,16,True,3.0,,,,,
46,Genql,remorses/genql,"['vue2', 'vue3']",graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2024-01-18 15:43:27,2024-01-18 15:42:46,1253.0,22.0,27.0,8.0,34.0,17.0,111.0,756.0,,,,,,Type safe TypeScript client for any GraphQL API.,,,10.0,15,True,3.0,1.0,,,,
47,Vuex ORM integration,vuex-orm/plugin-graphql,"['vue2', 'vue3', 'vuex-orm']",graphql-integrations,https://github.com/vuex-orm/plugin-graphql,https://github.com/vuex-orm/plugin-graphql,MIT,2018-01-30 15:59:22,2022-12-14 15:16:51,2020-11-18 15:11:03,355.0,,51.0,10.0,93.0,44.0,71.0,229.0,2018-06-07 12:43:48,0.0.41,,,65.0,Vuex ORM persistence plugin to sync the store against a GraphQL API.,3.0,3.0,17.0,15,True,3.0,,,,,
48,vue-route,ayamflow/vue-route,['vue2'],routing,https://github.com/ayamflow/vue-route,https://github.com/ayamflow/vue-route,,2014-11-05 08:42:52,2016-11-04 21:00:45,2016-11-04 21:00:45,66.0,,8.0,9.0,9.0,2.0,17.0,75.0,2015-06-26 16:49:13,.1.5.0,,2423.0,9.0,"Routing directive for Vue.js, inspired by ng-view.",1203.0,1203.0,4.0,15,False,3.0,,vue-route,https://www.npmjs.com/package/vue-route,2423.0,
49,vue-js-grid,euvl/vue-js-grid,['vue2'],dnd,https://github.com/euvl/vue-js-grid,https://github.com/euvl/vue-js-grid,MIT,2017-09-21 14:51:06,2022-08-18 01:13:29,2020-05-17 06:21:53,48.0,,108.0,24.0,15.0,16.0,15.0,950.0,,,,,,"Vue.js 2.x responsive grid system with smooth sorting, drag-n-drop and reordering.",159.0,159.0,8.0,14,True,3.0,,,,,
50,harlem,andrewcourtice/harlem,['vue3'],state-management,https://github.com/andrewcourtice/harlem,https://github.com/andrewcourtice/harlem,MIT,2020-10-01 23:52:49,2023-09-09 12:02:12,2023-04-26 22:35:18,525.0,,16.0,6.0,58.0,3.0,13.0,506.0,2023-03-20 23:34:42,3.1.8,,78.0,63.0,Powerfully simple global state management for Vue 3.,8.0,8.0,10.0,14,True,3.0,,harlem,https://www.npmjs.com/package/harlem,78.0,
51,vue-argon-dashboard,creativetimofficial/vue-argon-dashboard,"['vue3', 'bootstrap5']",admin-dashboards,https://github.com/creativetimofficial/vue-argon-dashboard,https://github.com/creativetimofficial/vue-argon-dashboard,MIT,2019-04-08 12:17:09,2023-09-11 09:06:35,2022-05-27 08:46:42,4.0,,602.0,13.0,42.0,3.0,45.0,363.0,2022-05-26 04:33:42,3.0.0,,,4.0,Vue Argon Dashboard.,,,,13,True,3.0,,,,,
52,Vue Chimera,chimera-js/vue-chimera,"['vue2', 'vue3', 'axios']",http-integrations,https://github.com/chimera-js/vue-chimera,https://github.com/chimera-js/vue-chimera,MIT,2018-08-02 13:06:12,2022-12-10 17:10:26,2020-03-20 19:50:38,176.0,,18.0,7.0,40.0,2.0,12.0,168.0,2020-03-20 15:47:54,3.0.2,,,7.0,VueJS reactive RESTful API.,25.0,25.0,2.0,13,True,1.0,,,,,
53,Storybook for Nuxt framework,storybook-vue/nuxt,[],dev-tools,https://github.com/storybook-vue/storybook-nuxt,https://github.com/storybook-vue/storybook-nuxt,,2023-07-23 03:19:03,2024-01-16 08:02:00,2024-01-13 04:15:40,343.0,21.0,12.0,9.0,40.0,31.0,14.0,125.0,2024-01-13 04:20:49,0.2.1,,,9.0,Storybook integration for Nuxt Framework - Unleashing the power of Storybook in Nuxt/Vue Land!.,5.0,5.0,4.0,13,True,3.0,,,,,storybook-vue/storybook-nuxt
54,tailwindui-vue,tailwindlabs/tailwindui-vue,['tailwind'],components,https://github.com/tailwindlabs/tailwindui-vue,https://github.com/tailwindlabs/tailwindui-vue,,2020-05-29 17:04:32,2020-10-02 21:51:16,2020-10-02 21:50:05,9.0,,28.0,60.0,9.0,,7.0,652.0,,,,,,"Deprecated, please use the Headless UI repo instead.",18.0,18.0,4.0,10,True,3.0,,,,,
55,vue-stator,galvez/vue-stator,[],state-management,https://github.com/galvez/vue-stator,https://github.com/galvez/vue-stator,,2019-10-06 17:56:39,2023-01-04 22:35:09,2021-01-26 01:25:08,123.0,,3.0,6.0,38.0,4.0,6.0,168.0,2019-11-22 17:42:00,1.2.0,,17.0,3.0,Vuex alternative based on Vue.observable().,6.0,6.0,4.0,10,True,3.0,,vue-stator,https://www.npmjs.com/package/vue-stator,17.0,
56,vue-redux,yang-wei/vue-redux,[],state-management,https://github.com/yang-wei/vue-redux,https://github.com/yang-wei/vue-redux,,2015-07-11 07:22:47,2017-07-15 04:36:28,2016-02-07 03:02:14,61.0,,12.0,3.0,17.0,,8.0,142.0,2015-07-26 09:31:05,0.0.1,,75.0,1.0,What happen when Vue.js + Redux.,14.0,14.0,6.0,10,False,3.0,,vue-redux,https://www.npmjs.com/package/vue-redux,75.0,
57,vue3-draggable,shkilo/vue3-draggable,['vue3'],dnd,https://github.com/shkilo/vue3-draggable,https://github.com/shkilo/vue3-draggable,MIT,2020-12-27 13:50:23,2023-01-11 17:43:22,2021-06-07 12:33:47,72.0,,17.0,1.0,6.0,8.0,1.0,32.0,,,,,,simple drag&drop component for vue 3.x.,271.0,271.0,,10,True,3.0,,,,,
